Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band,Predicted_Claim_Frequency,Predicted_Claim_Severity,Technical_Premium
P002826,Charger,Belkin,302.46,24,John Lewis,West Midlands,60,Online,0,0.0,29.18,56-65,0.1413753379009869,77.8211579175051,11.001992496433347
P002827,Charger,Belkin,154.26,12,Currys,Wales,66,Marketplace,0,0.0,11.27,66+,0.0937606421414883,77.8211579175051,7.296561738539445
P002828,Laptop,Dell,391.34,36,Amazon UK,North West,51,In-store,0,0.0,30.6,46-55,0.2215425329083393,77.8211579175051,17.240696438903946
P002829,Refrigerator,Whirlpool,211.04,12,John Lewis,London,19,In-store,1,84.43,17.43,18-25,0.3710352755652234,60.825653935014095,22.56846326921287
P002830,Refrigerator,Whirlpool,115.24,12,AO.com,West Midlands,52,Online,0,0.0,15.52,46-55,0.2034086167726053,77.8211579175051,15.829494087642194
P002831,Charger,Belkin,68.42,12,Amazon UK,North West,64,In-store,0,0.0,8.39,56-65,0.1395738612809015,77.8211579175051,10.861799499896986
P002832,Washing Machine,Whirlpool,236.07,36,John Lewis,West Midlands,44,Online,0,0.0,24.7,36-45,0.2432255189939626,77.8211579175051,18.9280915231963
P002833,Charger,Belkin,388.67,36,Argos,West Midlands,45,Online,1,58.28,37.63,36-45,0.2631205353705584,72.37123145874203,19.042357166850802
P002834,Washing Machine,Bosch,255.34,36,AO.com,North West,53,Online,0,0.0,23.61,46-55,0.1879516574810217,77.8211579175051,14.626615617687419
P002835,Refrigerator,Whirlpool,174.48,24,AO.com,North West,45,Online,0,0.0,12.1,36-45,0.2307601138513723,77.8211579175051,17.9580192610891
P002836,Tablet,Samsung,191.69,24,Amazon UK,Scotland,25,Marketplace,0,0.0,20.21,18-25,0.4541819473847556,77.8211579175051,35.34496505070906
P002837,Phone,Samsung,339.21,36,Amazon UK,London,60,Marketplace,0,0.0,28.13,56-65,0.1875258099710604,77.8211579175051,14.593475671365944
P002838,Washing Machine,Bosch,341.31,24,Currys,Scotland,63,Online,0,0.0,32.1,56-65,0.1734446040135793,77.8211579175051,13.497659918879895
P002839,Laptop,HP,260.45,24,Currys,West Midlands,32,Online,0,0.0,23.6,26-35,0.4523967317020375,77.8211579175051,35.20603749914745
P002840,Phone,OnePlus,378.33,36,John Lewis,London,32,In-store,0,0.0,32.6,26-35,0.334705000584932,77.8211579175051,26.047130706298635
P002841,Phone,Apple,510.65,36,Argos,London,22,In-store,1,167.27,42.44,18-25,0.3193573825573839,120.97167392783253,38.63319714917792
P002842,Headphones,Sony,226.19,12,AO.com,Wales,19,Marketplace,0,0.0,24.54,18-25,0.3459426674153748,77.8211579175051,26.92165895133483
P002843,Charger,Belkin,313.61,24,Argos,West Midlands,40,Marketplace,0,0.0,20.74,36-45,0.2663758033528094,77.8211579175051,20.729673458121265
P002844,Charger,Apple,177.74,24,John Lewis,South East,19,In-store,1,23.43,22.02,18-25,0.3609993208535271,50.36286034912605,18.180958382275534
P002845,TV,LG,236.75,24,Amazon UK,West Midlands,66,Marketplace,1,62.85,20.93,66+,0.1005303547188419,72.1979768725589,7.25808822498109
P002846,Phone,Apple,329.24,12,AO.com,Wales,18,Online,0,0.0,29.68,18-25,0.2524218170310008,77.8211579175051,19.64375808499309
P002847,Refrigerator,Whirlpool,245.32,12,Amazon UK,Wales,52,In-store,0,0.0,23.46,46-55,0.2043005728920236,77.8211579175051,15.898907145666932
P002848,Phone,Samsung,498.79,12,Amazon UK,West Midlands,69,Online,0,0.0,41.29,66+,0.1319037951719225,77.8211579175051,10.264906073992428
P002849,Refrigerator,Whirlpool,217.47,12,Amazon UK,London,18,In-store,0,0.0,26.47,18-25,0.4066929598279266,77.8211579175051,31.649317050706635
P002850,Headphones,Beats,76.74,36,Currys,London,49,Online,0,0.0,15.94,46-55,0.225984270950642,77.8211579175051,17.586357636522173
P002851,Refrigerator,Whirlpool,415.11,24,Argos,London,18,Online,0,0.0,36.37,18-25,0.407761822867875,77.8211579175051,31.732497210130642
P002852,Headphones,Beats,235.62,36,Currys,South East,34,In-store,0,0.0,20.37,26-35,0.3580566654135484,77.8211579175051,27.86438430256304
P002853,Washing Machine,Bosch,156.12,36,Amazon UK,West Midlands,60,Marketplace,0,0.0,12.51,56-65,0.1856666863207398,77.8211579175051,14.448796516186176
P002854,TV,Sony,263.72,12,Argos,Wales,47,Online,0,0.0,20.98,46-55,0.193095076001186,77.8211579175051,15.026882402580945
P002855,Washing Machine,LG,400.52,24,AO.com,Wales,64,In-store,0,0.0,32.41,56-65,0.1113404352860442,77.8211579175051,8.664641596999003
P002856,Phone,OnePlus,556.54,36,Argos,London,31,Marketplace,0,0.0,41.25,26-35,0.3723862098733161,77.8211579175051,28.97952604485253
P002857,Charger,Belkin,221.46,36,Argos,West Midlands,62,Marketplace,0,0.0,26.33,56-65,0.1608802521442114,77.8211579175051,12.519887507922714
P002858,Refrigerator,Samsung,256.29,24,John Lewis,South East,18,Marketplace,0,0.0,22.62,18-25,0.2903780062949301,77.8211579175051,22.597552683648047
P002859,Headphones,Bose,49.93,12,AO.com,North West,42,Marketplace,0,0.0,4.24,36-45,0.231822946777788,77.8211579175051,18.040730150095623
P002860,Laptop,Dell,567.6,12,Currys,Wales,40,In-store,0,0.0,44.18,36-45,0.2800978719310491,77.8211579175051,21.797540723903293
P002861,Headphones,Bose,364.68,36,AO.com,Wales,62,Marketplace,0,0.0,29.99,56-65,0.1413756533805867,77.8211579175051,11.002017047421102
P002862,Refrigerator,Samsung,172.04,12,John Lewis,London,54,In-store,1,49.42,13.39,46-55,0.1654663054252164,56.69481881670901,9.381082206352879
P002863,Phone,Google,349.73,36,Amazon UK,Scotland,27,Marketplace,0,0.0,26.06,26-35,0.3634206475796254,77.8211579175051,28.281815605775996
P002864,Headphones,Sony,216.36,12,Currys,West Midlands,37,In-store,1,73.18,18.77,36-45,0.2982156485688615,56.26533421824073,16.779203135836415
P002865,Headphones,Beats,114.68,36,John Lewis,London,61,Marketplace,0,0.0,13.67,56-65,0.1670907899235298,77.8211579175051,13.003198749199683
P002866,Charger,Anker,80.66,12,AO.com,West Midlands,61,In-store,0,0.0,5.15,56-65,0.1553464473806567,77.8211579175051,12.089240413533481
P002867,Phone,Google,467.35,36,Amazon UK,North West,44,Marketplace,0,0.0,34.63,36-45,0.2660781160450714,77.8211579175051,20.70650708713575
P002868,Laptop,Dell,469.25,12,Amazon UK,Scotland,32,Marketplace,1,119.73,39.6,26-35,0.3858424440317702,117.6586040726392,45.397683356753504
P002869,Tablet,Apple,205.47,24,Currys,Scotland,24,In-store,1,62.34,16.82,18-25,0.3129430344620711,59.0460356300133,18.478045563011932
P002870,TV,LG,154.3,36,Currys,Wales,45,Marketplace,0,0.0,11.58,36-45,0.2080087319790822,77.8211579175051,16.18748037956415
P002871,Tablet,Apple,69.77,36,Currys,South East,55,In-store,0,0.0,6.16,46-55,0.1667060218498973,77.8211579175051,12.973255652179914
P002872,Tablet,Amazon,142.09,24,Currys,West Midlands,35,Online,0,0.0,21.72,26-35,0.33856962658865,77.8211579175051,26.347880376826065
P002873,Washing Machine,LG,202.51,12,AO.com,Wales,68,Online,0,0.0,20.9,66+,0.0752812428998206,77.8211579175051,5.858473491932999
P002874,Headphones,Bose,169.68,24,John Lewis,North West,46,Online,0,0.0,20.09,46-55,0.1790877374955269,77.8211579175051,13.936815100728099
P002875,Washing Machine,Bosch,376.99,24,Argos,London,63,Online,0,0.0,34.12,56-65,0.182653016233977,77.8211579175051,14.214269220452948
P002876,Refrigerator,Whirlpool,74.63,36,Currys,North West,45,Marketplace,1,24.01,16.22,36-45,0.2507518451302676,63.16808454337224,15.839513752595327
P002877,Refrigerator,Whirlpool,94.56,24,Argos,West Midlands,29,In-store,0,0.0,8.37,26-35,0.3752087944023377,77.8211579175051,29.199182841221024
P002878,Washing Machine,Whirlpool,95.32,36,Currys,North West,25,Marketplace,1,22.6,20.41,18-25,0.3268115986088552,58.304438569086535,19.054566774754967
P002879,Headphones,Bose,72.29,12,Argos,West Midlands,41,Marketplace,0,0.0,6.81,36-45,0.2981424034443116,77.8211579175051,23.20178706034429
P002880,Washing Machine,LG,214.0,24,Amazon UK,Wales,67,Online,0,0.0,17.26,66+,0.0831376600757017,77.8211579175051,6.469868973643041
P002881,TV,Panasonic,194.69,36,John Lewis,North West,67,In-store,0,0.0,19.24,66+,0.0900671358333761,77.8211579175051,7.009128800866544
P002882,Phone,OnePlus,372.46,12,AO.com,London,69,In-store,0,0.0,34.0,66+,0.1122522144930088,77.8211579175051,8.735597310650093
P002883,Tablet,Apple,166.54,36,Amazon UK,London,32,Marketplace,0,0.0,18.35,26-35,0.2779074068936616,77.8211579175051,21.627076198315986
P002884,Washing Machine,LG,173.83,12,AO.com,Wales,42,Online,0,0.0,18.65,36-45,0.1802383719312727,77.8211579175051,14.026358804857592
P002885,Refrigerator,Bosch,254.69,36,Argos,South East,39,In-store,0,0.0,24.62,36-45,0.326636684714034,77.8211579175051,25.419245022781165
P002886,Charger,Anker,29.59,12,AO.com,Wales,65,Online,0,0.0,8.9,56-65,0.1350501779804124,77.8211579175051,10.509761227400844
P002887,Headphones,Sony,199.94,24,Amazon UK,West Midlands,48,In-store,0,0.0,22.59,46-55,0.2381705029016541,77.8211579175051,18.534704317601232
P002888,Washing Machine,Whirlpool,201.0,12,Currys,Scotland,64,In-store,0,0.0,17.0,56-65,0.1557518041471097,77.8211579175051,12.12078574646855
P002889,Phone,Google,445.44,24,John Lewis,Wales,40,Online,0,0.0,36.87,36-45,0.2421184654922985,77.8211579175051,18.841939337820172
P002890,Headphones,Beats,188.24,24,John Lewis,Wales,64,Online,0,0.0,18.1,56-65,0.1511153991957717,77.8211579175051,11.759975344580972
P002891,Laptop,Lenovo,377.84,24,Currys,South East,48,Online,0,0.0,35.62,46-55,0.2561801711023188,77.8211579175051,19.93623755068703
P002892,Charger,Anker,180.47,36,Currys,South East,22,Marketplace,0,0.0,16.47,18-25,0.3652380841648274,77.8211579175051,28.423250625278055
P002893,TV,Panasonic,146.72,36,AO.com,London,45,In-store,0,0.0,12.81,36-45,0.23603763931419,77.8211579175051,18.36872240354469
P002894,Headphones,Bose,262.76,24,Amazon UK,London,61,Online,0,0.0,26.47,56-65,0.1684416062146601,77.8211579175051,13.108320837109272
P002895,Headphones,Beats,228.44,36,Argos,London,62,In-store,1,24.31,20.65,56-65,0.189757622781837,55.485925739504005,10.528877366177822
P002896,Laptop,Dell,316.3,36,Currys,London,55,Marketplace,0,0.0,25.48,46-55,0.2350421755732448,77.8211579175051,18.291254262559445
P002897,Refrigerator,Whirlpool,20.0,36,Amazon UK,Wales,24,Marketplace,1,20.0,7.95,18-25,0.3685574789302492,64.98273137255188,23.949871648669333
P002898,TV,Samsung,362.19,24,John Lewis,London,56,Online,0,0.0,28.79,56-65,0.1231546996289558,77.8211579175051,9.584041328107876
P002899,Charger,Belkin,279.91,36,Amazon UK,Scotland,31,In-store,0,0.0,24.61,26-35,0.3156432952006222,77.8211579175051,24.5637267214093
P002900,Laptop,HP,539.62,12,AO.com,North West,18,Online,1,207.39,42.47,18-25,0.4248086409920917,137.7230870107359,58.50595742626631
P002901,Charger,Belkin,178.41,12,Amazon UK,South East,48,In-store,0,0.0,14.77,46-55,0.1924502696756307,77.8211579175051,14.9767028276937
P002902,Laptop,HP,402.56,24,Currys,West Midlands,57,In-store,1,112.09,31.28,56-65,0.2260881877421488,104.51063669843332,23.6286204509269
P002903,Headphones,Beats,304.0,36,Amazon UK,South East,31,Marketplace,0,0.0,24.16,26-35,0.3646378521324482,77.8211579175051,28.376539873499127
P002904,Refrigerator,Whirlpool,259.11,24,John Lewis,West Midlands,41,Marketplace,0,0.0,22.67,36-45,0.2672877438344968,77.8211579175051,20.80064172235803
P002905,Charger,Apple,198.98,36,Currys,Scotland,26,Marketplace,1,65.3,19.72,26-35,0.342544703563133,51.82754599439488,17.753251379054635
P002906,Refrigerator,Samsung,71.61,12,Amazon UK,North West,20,Marketplace,1,28.66,11.21,18-25,0.2966761733911184,61.12695009160068,18.134909644245965
P002907,TV,Sony,20.0,12,Argos,North West,54,Marketplace,0,0.0,9.68,46-55,0.1935980552064189,77.8211579175051,15.066024826740597
P002908,Laptop,Lenovo,454.04,12,John Lewis,North West,39,Marketplace,0,0.0,42.59,36-45,0.2923340087614469,77.8211579175051,22.74977106048188
P002909,Tablet,Amazon,251.42,36,AO.com,North West,40,Online,0,0.0,21.62,36-45,0.2247184217006691,77.8211579175051,17.48784778214028
P002910,Washing Machine,Whirlpool,100.14,36,AO.com,Wales,55,Marketplace,0,0.0,7.83,46-55,0.1686828869428643,77.8211579175051,13.127097582761301
P002911,Headphones,Beats,84.12,12,AO.com,London,52,Marketplace,0,0.0,8.32,46-55,0.2131448659158883,77.8211579175051,16.587180269745794
P002912,Refrigerator,Samsung,405.16,12,Amazon UK,London,50,Online,0,0.0,30.8,46-55,0.1773222893785037,77.8211579175051,13.799425884018074
P002913,Refrigerator,Whirlpool,242.43,12,AO.com,North West,47,Marketplace,1,73.66,27.63,46-55,0.1813387701049695,71.73657330584432,13.008621974826793
P002914,Tablet,Apple,103.48,12,Currys,North West,32,In-store,1,35.44,9.44,26-35,0.2474435493661959,56.858981371703706,14.06938816396078
P002915,Laptop,Lenovo,212.45,12,Currys,Wales,39,Online,0,0.0,22.01,36-45,0.3106228158123732,77.8211579175051,24.1730272021148
P002916,Tablet,Samsung,40.79,12,Amazon UK,North West,56,Marketplace,0,0.0,9.69,56-65,0.1754694181437912,77.8211579175051,13.65523329906071
P002917,Charger,Belkin,22.41,36,AO.com,West Midlands,43,Marketplace,0,0.0,11.59,36-45,0.235204786375478,77.8211579175051,18.303908823479127
P002918,TV,LG,322.27,36,John Lewis,Scotland,32,In-store,0,0.0,22.55,26-35,0.2668367447837886,77.8211579175051,20.76554445401222
P002919,Headphones,Bose,213.53,36,John Lewis,North West,38,Marketplace,0,0.0,12.76,36-45,0.2335694215769976,77.8211579175051,18.176642841243854
P002920,Washing Machine,Bosch,175.24,36,AO.com,South East,67,In-store,1,57.5,20.72,66+,0.1109752133540126,71.26699936804197,7.908870459968738
P002921,Refrigerator,Samsung,245.54,36,Currys,Wales,59,Online,0,0.0,19.93,56-65,0.1227750132486968,77.8211579175051,9.554493694350615
P002922,Tablet,Samsung,70.57,24,John Lewis,North West,36,Marketplace,1,20.0,11.95,36-45,0.2650586716311129,54.86719611479685,14.543026118311811
P002923,Phone,Apple,352.7,24,John Lewis,West Midlands,67,Marketplace,1,143.89,27.22,66+,0.0854852674684731,135.0935906895368,11.54851173337148
P002924,Tablet,Amazon,362.35,12,AO.com,West Midlands,45,In-store,0,0.0,29.54,36-45,0.2610087568855325,77.8211579175051,20.312003687440722
P002925,Phone,Apple,423.01,36,AO.com,North West,19,In-store,0,0.0,34.14,18-25,0.2556903540912165,77.8211579175051,19.898119423715354
P002926,Phone,OnePlus,359.38,36,AO.com,West Midlands,20,Marketplace,0,0.0,33.91,18-25,0.387512432234796,77.8211579175051,30.156666183940555
P002927,Laptop,Apple,372.49,24,Currys,South East,32,In-store,0,0.0,34.7,26-35,0.3899775092900175,77.8211579175051,30.348501334733765
P002928,Refrigerator,Whirlpool,223.64,24,Argos,Scotland,55,In-store,1,70.25,16.08,46-55,0.2292715377939974,64.43080394775268,14.772149502404815
P002929,Charger,Apple,186.62,12,AO.com,Scotland,65,Marketplace,0,0.0,15.48,56-65,0.1559317715600341,77.8211579175051,12.134791018929745
P002930,Phone,Apple,265.35,24,John Lewis,North West,27,In-store,1,87.48,25.36,26-35,0.2250805413353395,111.54964417158638,25.10765429590516
P002931,Tablet,Amazon,86.87,36,Argos,South East,59,In-store,0,0.0,11.09,56-65,0.1686651883535049,77.8211579175051,13.125720258043849
P002932,Phone,Samsung,488.31,36,Amazon UK,Scotland,56,Marketplace,0,0.0,38.32,56-65,0.1878885208777962,77.8211579175051,14.621702254117432
P002933,Washing Machine,LG,299.84,24,John Lewis,Scotland,29,Online,0,0.0,22.94,26-35,0.2456388314867475,77.8211579175051,19.115898295801603
P002934,Washing Machine,Whirlpool,253.82,24,Currys,West Midlands,47,In-store,0,0.0,25.46,46-55,0.2057218997891298,77.8211579175051,16.00951645057903
P002935,TV,LG,98.93,12,Argos,Wales,21,In-store,1,21.8,7.51,18-25,0.3137095112445555,59.04721212317824,18.52367205551584
P002936,Charger,Apple,208.58,24,Argos,North West,40,Online,0,0.0,19.73,36-45,0.2613858298826306,77.8211579175051,20.34134794469432
P002937,Laptop,Apple,341.53,12,Amazon UK,London,55,Marketplace,0,0.0,23.61,46-55,0.2563738296949623,77.8211579175051,19.951308286607222
P002938,Charger,Anker,211.85,36,John Lewis,London,57,In-store,0,0.0,16.43,56-65,0.1520044066530026,77.8211579175051,11.82915893429998
P002939,Refrigerator,Bosch,170.55,24,Argos,West Midlands,62,In-store,0,0.0,14.98,56-65,0.2088137680170144,77.8211579175051,16.250129216201355
P002940,Laptop,Lenovo,541.98,24,Argos,South East,28,Online,1,272.64,45.56,26-35,0.4304355335057284,116.76546106952078,50.260003530501535
P002941,Tablet,Amazon,268.06,24,Amazon UK,North West,46,Online,0,0.0,22.35,46-55,0.1926369463437902,77.8211579175051,14.991230222166054
P002942,TV,LG,349.85,24,Argos,North West,30,Online,1,86.79,26.21,26-35,0.2653895381483355,65.38833835913077,17.353380917416803
P002943,Laptop,Lenovo,505.19,24,Argos,Wales,62,In-store,0,0.0,40.99,56-65,0.2024623456089876,77.8211579175051,15.75585416998552
P002944,Refrigerator,Whirlpool,156.04,24,Currys,Scotland,20,Online,0,0.0,17.66,18-25,0.3872045989570568,77.8211579175051,30.132710241821346
P002945,Washing Machine,Whirlpool,196.29,36,AO.com,West Midlands,28,Online,0,0.0,19.53,26-35,0.2983986270709605,77.8211579175051,23.22172667965593
P002946,Washing Machine,LG,212.08,36,John Lewis,Wales,23,Online,0,0.0,17.6,18-25,0.2569153310869377,77.8211579175051,19.993448551944688
P002947,Laptop,HP,446.77,12,John Lewis,Scotland,34,In-store,0,0.0,34.27,26-35,0.4226373141220531,77.8211579175051,32.8901251641225
P002948,Tablet,Amazon,491.7,24,Currys,London,18,Marketplace,0,0.0,40.86,18-25,0.380994993771069,77.8211579175051,29.649471576037232
P002949,Refrigerator,Bosch,224.09,24,AO.com,Scotland,47,Online,0,0.0,16.05,46-55,0.2254390958181525,77.8211579175051,17.54393147644401
P002950,TV,Samsung,252.2,36,Amazon UK,South East,65,Online,1,64.83,22.53,56-65,0.1313169984849336,61.64476987523126,8.095006152309825
P002951,Refrigerator,Samsung,149.8,12,AO.com,Wales,69,Online,0,0.0,12.36,66+,0.0791039525685156,77.8211579175051,6.155961184733286
P002952,Refrigerator,Bosch,278.42,36,AO.com,South East,27,Marketplace,1,79.56,27.26,26-35,0.352862837352328,74.0751858984809,26.138380273539124
P002953,Tablet,Amazon,152.11,12,Amazon UK,West Midlands,20,Marketplace,0,0.0,11.31,18-25,0.4036376151994688,77.8211579175051,31.411546593883017
P002954,Tablet,Amazon,284.22,12,Argos,Scotland,51,In-store,0,0.0,23.53,46-55,0.2232688190955579,77.8211579175051,17.37503802889029
P002955,Refrigerator,Whirlpool,113.2,36,Amazon UK,North West,51,In-store,1,41.57,15.24,46-55,0.2023295646852837,64.30788834914486,13.011387055512307
P002956,Refrigerator,Bosch,94.91,12,Currys,South East,67,Online,0,0.0,11.79,66+,0.1264158525439075,77.8211579175051,9.837828024095465
P002957,TV,Sony,272.05,24,Amazon UK,London,63,In-store,0,0.0,27.21,56-65,0.1636639865259559,77.8211579175051,12.736520940844843
P002958,Tablet,Apple,294.4,24,John Lewis,West Midlands,56,In-store,0,0.0,26.49,56-65,0.1288759159739823,77.8211579175051,10.029273008774394
P002959,Phone,Google,279.33,36,Argos,South East,44,Online,0,0.0,27.7,36-45,0.2891606769748348,77.8211579175051,22.5028187063913
P002960,Laptop,Dell,380.54,12,Argos,London,29,Marketplace,1,64.72,30.54,26-35,0.3949193405714802,118.22533842154697,46.68947268827741
P002961,Tablet,Samsung,141.7,12,John Lewis,West Midlands,55,In-store,1,30.21,13.43,46-55,0.2360523258843919,51.72279347440773,12.209285700871993
P002962,Laptop,Lenovo,304.68,12,John Lewis,Wales,26,In-store,0,0.0,29.68,26-35,0.3686332366389357,77.8211579175051,28.687465322119646
P002963,Charger,Anker,174.0,24,AO.com,Scotland,28,In-store,0,0.0,15.03,26-35,0.3093677880123016,77.8211579175051,24.075359485494563
P002964,Tablet,Amazon,373.9,12,Currys,Scotland,46,Marketplace,0,0.0,27.39,46-55,0.2094426661583451,77.8211579175051,16.299070797771876
P002965,Washing Machine,Whirlpool,50.93,12,Amazon UK,Wales,37,Marketplace,0,0.0,10.27,36-45,0.2399894489622882,77.8211579175051,18.67625680622926
P002966,Washing Machine,LG,207.17,12,Amazon UK,Wales,65,Online,0,0.0,24.25,56-65,0.1202170974061285,77.8211579175051,9.355433721626419
P002967,Phone,Google,441.49,12,Amazon UK,Scotland,51,Online,0,0.0,36.29,46-55,0.2254302628503922,77.8211579175051,17.543244084665055
P002968,TV,Panasonic,100.54,12,Argos,Scotland,43,In-store,0,0.0,14.07,36-45,0.2678360782191407,77.8211579175051,20.843313739096995
P002969,Phone,OnePlus,425.07,36,AO.com,Wales,33,Marketplace,0,0.0,40.48,26-35,0.3010517885309761,77.8211579175051,23.42819877661644
P002970,Headphones,Beats,290.15,12,Argos,Wales,55,In-store,0,0.0,26.46,46-55,0.2232941766781272,77.8211579175051,17.377011385327823
P002971,Phone,Apple,510.73,36,AO.com,Wales,63,In-store,0,0.0,40.32,56-65,0.110217192864853,77.8211579175051,8.577229571159842
P002972,Laptop,Apple,269.43,12,John Lewis,Wales,53,In-store,0,0.0,27.28,46-55,0.2163595859640787,77.8211579175051,16.83735350627659
P002973,Washing Machine,Bosch,282.28,12,John Lewis,Scotland,38,Online,0,0.0,21.87,36-45,0.2695684280828589,77.8211579175051,20.97812721140978
P002974,Washing Machine,Whirlpool,200.02,24,Argos,Wales,19,Online,0,0.0,23.96,18-25,0.3439322675264168,77.8211579175051,26.765207304098894
P002975,Phone,Apple,355.36,36,Amazon UK,West Midlands,65,In-store,0,0.0,32.36,56-65,0.1368890891439362,77.8211579175051,10.652867423453692
P002976,Laptop,Lenovo,213.24,12,AO.com,West Midlands,53,Marketplace,0,0.0,15.31,46-55,0.2557575015755723,77.8211579175051,19.903344918699172
P002977,Tablet,Amazon,243.15,24,AO.com,South East,52,Online,0,0.0,22.33,46-55,0.1871376072984255,77.8211579175051,14.563265289874826
P002978,Phone,Samsung,203.01,36,John Lewis,West Midlands,34,Marketplace,0,0.0,16.01,26-35,0.3605401099479401,77.8211579175051,28.0576488318533
P002979,Laptop,Lenovo,318.07,12,Argos,North West,26,In-store,0,0.0,30.56,26-35,0.4103678283808706,77.8211579175051,31.935299576691364
P002980,Phone,Google,282.81,24,Currys,South East,57,In-store,0,0.0,20.62,56-65,0.169293248737289,77.8211579175051,13.174596644352038
P002981,TV,Samsung,218.41,36,Currys,West Midlands,33,In-store,0,0.0,18.43,26-35,0.2827980912286242,77.8211579175051,22.007674916271778
P002982,Washing Machine,Bosch,395.25,36,AO.com,North West,44,Marketplace,1,77.49,30.06,36-45,0.2451299041252153,70.99241776763031,17.40236456099645
P002983,Refrigerator,Bosch,46.7,36,Currys,Wales,19,Marketplace,0,0.0,4.48,18-25,0.4080026436872322,77.8211579175051,31.751238165143665
P002984,Headphones,Beats,229.11,36,Amazon UK,Wales,65,Online,0,0.0,23.31,56-65,0.1656380754656941,77.8211579175051,12.890146827967408
P002985,Phone,Google,389.74,12,Currys,West Midlands,46,Marketplace,0,0.0,36.37,46-55,0.2279555167380216,77.8211579175051,17.73976226623606
P002986,Refrigerator,Whirlpool,228.2,12,AO.com,Wales,66,In-store,0,0.0,25.3,66+,0.0995424212157286,77.8211579175051,7.746506480920026
P002987,Headphones,Sony,290.56,24,John Lewis,West Midlands,19,Online,1,91.59,24.82,18-25,0.3871971360077545,63.72661138626331,24.67476141624031
P002988,Charger,Anker,246.52,24,John Lewis,London,51,Online,0,0.0,20.82,46-55,0.1910030984298711,77.8211579175051,14.86408228564377
P002989,Washing Machine,LG,362.93,36,Amazon UK,South East,61,Marketplace,0,0.0,33.43,56-65,0.1293089342702058,77.8211579175051,10.062970993985973
P002990,Tablet,Samsung,330.02,12,Currys,Wales,19,Online,0,0.0,24.69,18-25,0.3984549526203334,77.8211579175051,31.00822579087898
P002991,Tablet,Samsung,128.18,24,Amazon UK,Wales,50,Online,1,43.47,19.13,46-55,0.2249332053770875,57.42022228826335,12.915714652763958
P002992,Charger,Apple,138.34,12,Currys,South East,58,Marketplace,0,0.0,18.56,56-65,0.1625014666381472,77.8211579175051,12.646052297073442
P002993,Phone,Apple,351.28,36,John Lewis,South East,61,Online,0,0.0,22.94,56-65,0.1153542186412847,77.8211579175051,8.976998865333828
P002994,Phone,OnePlus,482.61,24,Amazon UK,Wales,61,Marketplace,0,0.0,39.75,56-65,0.1624474687780358,77.8211579175051,12.641850121074503
P002995,TV,Samsung,214.0,24,Argos,North West,53,Online,0,0.0,21.36,46-55,0.1613273396231264,77.8211579175051,12.554680373222299
P002996,Washing Machine,LG,119.32,12,John Lewis,Scotland,22,In-store,1,34.87,15.04,18-25,0.2875614553348489,51.15224219129752,14.709413208170174
P002997,Charger,Anker,153.29,36,Amazon UK,South East,21,Online,1,66.48,14.01,18-25,0.371196334957649,66.69226999673448,24.755926192793815
P002998,Tablet,Apple,164.82,36,John Lewis,South East,63,In-store,0,0.0,15.26,56-65,0.1217546508111808,77.8211579175051,9.475087907967591
P002999,Tablet,Apple,218.29,24,John Lewis,South East,39,Online,0,0.0,14.72,36-45,0.1970969484795834,77.8211579175051,15.338312752688028
P003000,Headphones,Bose,181.82,24,AO.com,Wales,39,Online,1,20.0,11.71,36-45,0.2312206570419705,67.59188982687203,15.628641176477833
P003001,TV,Samsung,93.9,12,AO.com,South East,59,In-store,0,0.0,13.53,56-65,0.1216207352135252,77.8211579175051,9.464666441094819
P003002,Tablet,Samsung,333.71,36,Amazon UK,West Midlands,35,Marketplace,0,0.0,27.1,26-35,0.4078114585749987,77.8211579175051,31.73635991833306
P003003,Headphones,Bose,244.79,24,AO.com,London,49,In-store,0,0.0,22.01,46-55,0.2005016626133741,77.8211579175051,15.603271548957714
P003004,Tablet,Apple,31.8,12,AO.com,North West,30,Online,0,0.0,5.77,26-35,0.2253902259030931,77.8211579175051,17.540128363066756
P003005,Headphones,Bose,89.05,12,AO.com,North West,31,In-store,0,0.0,7.8,26-35,0.289508508553752,77.8211579175051,22.52988736262291
P003006,Refrigerator,Bosch,139.95,36,Amazon UK,Wales,29,In-store,1,37.34,10.21,26-35,0.3705547093607078,64.19795273972717,23.788853719022054
P003007,Laptop,Apple,431.05,24,Currys,Scotland,42,In-store,0,0.0,31.83,36-45,0.3249473567349781,77.8211579175051,25.287779563348597
P003008,Headphones,Bose,153.96,24,Amazon UK,West Midlands,42,In-store,1,45.76,11.82,36-45,0.2937269611881188,61.43050804718726,18.043796452942594
P003009,Laptop,HP,430.93,24,Currys,South East,63,Online,0,0.0,35.54,56-65,0.2088305219069088,77.8211579175051,16.251433023312558
P003010,Refrigerator,Bosch,181.84,36,Amazon UK,North West,61,In-store,0,0.0,14.89,56-65,0.1793093021716537,77.8211579175051,13.954057520377903
P003011,Charger,Anker,119.52,24,Amazon UK,West Midlands,36,In-store,1,59.26,11.34,36-45,0.28405626768117,60.34449816749529,17.141232924551915
P003012,TV,Panasonic,276.14,36,Amazon UK,Wales,21,Online,0,0.0,25.49,18-25,0.3301216646655488,77.8211579175051,25.69045019792734
