Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band
P002840,Phone,OnePlus,378.33,36,John Lewis,London,32,In-store,0,0.0,32.6,26-35
P002841,Phone,Apple,510.65,36,Argos,London,22,In-store,1,167.27,42.44,18-25
P002842,Headphones,Sony,226.19,12,AO.com,Wales,19,Marketplace,0,0.0,24.54,18-25
P002843,Charger,Belkin,313.61,24,Argos,West Midlands,40,Marketplace,0,0.0,20.74,36-45
P002844,Charger,Apple,177.74,24,John Lewis,South East,19,In-store,1,23.43,22.02,18-25
P002845,TV,LG,236.75,24,Amazon UK,West Midlands,66,Marketplace,1,62.85,20.93,66+
P002846,Phone,Apple,329.24,12,AO.com,Wales,18,Online,0,0.0,29.68,18-25
P002847,Refrigerator,Whirlpool,245.32,12,Amazon UK,Wales,52,In-store,0,0.0,23.46,46-55
P002848,Phone,Samsung,498.79,12,Amazon UK,West Midlands,69,Online,0,0.0,41.29,66+
P002849,Refrigerator,Whirlpool,217.47,12,Amazon UK,London,18,In-store,0,0.0,26.47,18-25
P002850,Headphones,Beats,76.74,36,Currys,London,49,Online,0,0.0,15.94,46-55
P002851,Refrigerator,Whirlpool,415.11,24,Argos,London,18,Online,0,0.0,36.37,18-25
P002852,Headphones,Beats,235.62,36,Currys,South East,34,In-store,0,0.0,20.37,26-35
P002853,Washing Machine,Bosch,156.12,36,Amazon UK,West Midlands,60,Marketplace,0,0.0,12.51,56-65
P002854,TV,Sony,263.72,12,Argos,Wales,47,Online,0,0.0,20.98,46-55
P002855,Washing Machine,LG,400.52,24,AO.com,Wales,64,In-store,0,0.0,32.41,56-65
P002856,Phone,OnePlus,556.54,36,Argos,London,31,Marketplace,0,0.0,41.25,26-35
P002857,Charger,Belkin,221.46,36,Argos,West Midlands,62,Marketplace,0,0.0,26.33,56-65
P002858,Refrigerator,Samsung,256.29,24,John Lewis,South East,18,Marketplace,0,0.0,22.62,18-25
P002859,Headphones,Bose,49.93,12,AO.com,North West,42,Marketplace,0,0.0,4.24,36-45
P002860,Laptop,Dell,567.6,12,Currys,Wales,40,In-store,0,0.0,44.18,36-45
P002861,Headphones,Bose,364.68,36,AO.com,Wales,62,Marketplace,0,0.0,29.99,56-65
P002862,Refrigerator,Samsung,172.04,12,John Lewis,London,54,In-store,1,49.42,13.39,46-55
P002863,Phone,Google,349.73,36,Amazon UK,Scotland,27,Marketplace,0,0.0,26.06,26-35
P002864,Headphones,Sony,216.36,12,Currys,West Midlands,37,In-store,1,73.18,18.77,36-45
P002865,Headphones,Beats,114.68,36,John Lewis,London,61,Marketplace,0,0.0,13.67,56-65
P002866,Charger,Anker,80.66,12,AO.com,West Midlands,61,In-store,0,0.0,5.15,56-65
P002867,Phone,Google,467.35,36,Amazon UK,North West,44,Marketplace,0,0.0,34.63,36-45
P002868,Laptop,Dell,469.25,12,Amazon UK,Scotland,32,Marketplace,1,119.73,39.6,26-35
P002869,Tablet,Apple,205.47,24,Currys,Scotland,24,In-store,1,62.34,16.82,18-25
P002870,TV,LG,154.3,36,Currys,Wales,45,Marketplace,0,0.0,11.58,36-45
P002871,Tablet,Apple,69.77,36,Currys,South East,55,In-store,0,0.0,6.16,46-55
P002872,Tablet,Amazon,142.09,24,Currys,West Midlands,35,Online,0,0.0,21.72,26-35
P002873,Washing Machine,LG,202.51,12,AO.com,Wales,68,Online,0,0.0,20.9,66+
P002874,Headphones,Bose,169.68,24,John Lewis,North West,46,Online,0,0.0,20.09,46-55
P002875,Washing Machine,Bosch,376.99,24,Argos,London,63,Online,0,0.0,34.12,56-65
P002876,Refrigerator,Whirlpool,74.63,36,Currys,North West,45,Marketplace,1,24.01,16.22,36-45
P002877,Refrigerator,Whirlpool,94.56,24,Argos,West Midlands,29,In-store,0,0.0,8.37,26-35
P002878,Washing Machine,Whirlpool,95.32,36,Currys,North West,25,Marketplace,1,22.6,20.41,18-25
P002879,Headphones,Bose,72.29,12,Argos,West Midlands,41,Marketplace,0,0.0,6.81,36-45
P002880,Washing Machine,LG,214.0,24,Amazon UK,Wales,67,Online,0,0.0,17.26,66+
P002881,TV,Panasonic,194.69,36,John Lewis,North West,67,In-store,0,0.0,19.24,66+
P002882,Phone,OnePlus,372.46,12,AO.com,London,69,In-store,0,0.0,34.0,66+
P002883,Tablet,Apple,166.54,36,Amazon UK,London,32,Marketplace,0,0.0,18.35,26-35
P002884,Washing Machine,LG,173.83,12,AO.com,Wales,42,Online,0,0.0,18.65,36-45
P002885,Refrigerator,Bosch,254.69,36,Argos,South East,39,In-store,0,0.0,24.62,36-45
P002886,Charger,Anker,29.59,12,AO.com,Wales,65,Online,0,0.0,8.9,56-65
P002887,Headphones,Sony,199.94,24,Amazon UK,West Midlands,48,In-store,0,0.0,22.59,46-55
P002888,Washing Machine,Whirlpool,201.0,12,Currys,Scotland,64,In-store,0,0.0,17.0,56-65
P002889,Phone,Google,445.44,24,John Lewis,Wales,40,Online,0,0.0,36.87,36-45
P002890,Headphones,Beats,188.24,24,John Lewis,Wales,64,Online,0,0.0,18.1,56-65
P002891,Laptop,Lenovo,377.84,24,Currys,South East,48,Online,0,0.0,35.62,46-55
P002892,Charger,Anker,180.47,36,Currys,South East,22,Marketplace,0,0.0,16.47,18-25
P002893,TV,Panasonic,146.72,36,AO.com,London,45,In-store,0,0.0,12.81,36-45
P002894,Headphones,Bose,262.76,24,Amazon UK,London,61,Online,0,0.0,26.47,56-65
P002895,Headphones,Beats,228.44,36,Argos,London,62,In-store,1,24.31,20.65,56-65
P002896,Laptop,Dell,316.3,36,Currys,London,55,Marketplace,0,0.0,25.48,46-55
P002897,Refrigerator,Whirlpool,20.0,36,Amazon UK,Wales,24,Marketplace,1,20.0,7.95,18-25
P002898,TV,Samsung,362.19,24,John Lewis,London,56,Online,0,0.0,28.79,56-65
P002899,Charger,Belkin,279.91,36,Amazon UK,Scotland,31,In-store,0,0.0,24.61,26-35
P002900,Laptop,HP,539.62,12,AO.com,North West,18,Online,1,207.39,42.47,18-25
P002901,Charger,Belkin,178.41,12,Amazon UK,South East,48,In-store,0,0.0,14.77,46-55
P002902,Laptop,HP,402.56,24,Currys,West Midlands,57,In-store,1,112.09,31.28,56-65
P002903,Headphones,Beats,304.0,36,Amazon UK,South East,31,Marketplace,0,0.0,24.16,26-35
P002904,Refrigerator,Whirlpool,259.11,24,John Lewis,West Midlands,41,Marketplace,0,0.0,22.67,36-45
P002905,Charger,Apple,198.98,36,Currys,Scotland,26,Marketplace,1,65.3,19.72,26-35
P002906,Refrigerator,Samsung,71.61,12,Amazon UK,North West,20,Marketplace,1,28.66,11.21,18-25
P002907,TV,Sony,20.0,12,Argos,North West,54,Marketplace,0,0.0,9.68,46-55
P002908,Laptop,Lenovo,454.04,12,John Lewis,North West,39,Marketplace,0,0.0,42.59,36-45
P002909,Tablet,Amazon,251.42,36,AO.com,North West,40,Online,0,0.0,21.62,36-45
P002910,Washing Machine,Whirlpool,100.14,36,AO.com,Wales,55,Marketplace,0,0.0,7.83,46-55
P002911,Headphones,Beats,84.12,12,AO.com,London,52,Marketplace,0,0.0,8.32,46-55
P002912,Refrigerator,Samsung,405.16,12,Amazon UK,London,50,Online,0,0.0,30.8,46-55
P002913,Refrigerator,Whirlpool,242.43,12,AO.com,North West,47,Marketplace,1,73.66,27.63,46-55
P002914,Tablet,Apple,103.48,12,Currys,North West,32,In-store,1,35.44,9.44,26-35
P002915,Laptop,Lenovo,212.45,12,Currys,Wales,39,Online,0,0.0,22.01,36-45
P002916,Tablet,Samsung,40.79,12,Amazon UK,North West,56,Marketplace,0,0.0,9.69,56-65
P002917,Charger,Belkin,22.41,36,AO.com,West Midlands,43,Marketplace,0,0.0,11.59,36-45
P002918,TV,LG,322.27,36,John Lewis,Scotland,32,In-store,0,0.0,22.55,26-35
P002919,Headphones,Bose,213.53,36,John Lewis,North West,38,Marketplace,0,0.0,12.76,36-45
P002920,Washing Machine,Bosch,175.24,36,AO.com,South East,67,In-store,1,57.5,20.72,66+
P002921,Refrigerator,Samsung,245.54,36,Currys,Wales,59,Online,0,0.0,19.93,56-65
P002922,Tablet,Samsung,70.57,24,John Lewis,North West,36,Marketplace,1,20.0,11.95,36-45
P002923,Phone,Apple,352.7,24,John Lewis,West Midlands,67,Marketplace,1,143.89,27.22,66+
P002924,Tablet,Amazon,362.35,12,AO.com,West Midlands,45,In-store,0,0.0,29.54,36-45
P002925,Phone,Apple,423.01,36,AO.com,North West,19,In-store,0,0.0,34.14,18-25
P002926,Phone,OnePlus,359.38,36,AO.com,West Midlands,20,Marketplace,0,0.0,33.91,18-25
P002927,Laptop,Apple,372.49,24,Currys,South East,32,In-store,0,0.0,34.7,26-35
P002928,Refrigerator,Whirlpool,223.64,24,Argos,Scotland,55,In-store,1,70.25,16.08,46-55
P002929,Charger,Apple,186.62,12,AO.com,Scotland,65,Marketplace,0,0.0,15.48,56-65
P002930,Phone,Apple,265.35,24,John Lewis,North West,27,In-store,1,87.48,25.36,26-35
P002931,Tablet,Amazon,86.87,36,Argos,South East,59,In-store,0,0.0,11.09,56-65
P002932,Phone,Samsung,488.31,36,Amazon UK,Scotland,56,Marketplace,0,0.0,38.32,56-65
P002933,Washing Machine,LG,299.84,24,John Lewis,Scotland,29,Online,0,0.0,22.94,26-35
P002934,Washing Machine,Whirlpool,253.82,24,Currys,West Midlands,47,In-store,0,0.0,25.46,46-55
P002935,TV,LG,98.93,12,Argos,Wales,21,In-store,1,21.8,7.51,18-25
P002936,Charger,Apple,208.58,24,Argos,North West,40,Online,0,0.0,19.73,36-45
P002937,Laptop,Apple,341.53,12,Amazon UK,London,55,Marketplace,0,0.0,23.61,46-55
P002938,Charger,Anker,211.85,36,John Lewis,London,57,In-store,0,0.0,16.43,56-65
P002939,Refrigerator,Bosch,170.55,24,Argos,West Midlands,62,In-store,0,0.0,14.98,56-65
P002940,Laptop,Lenovo,541.98,24,Argos,South East,28,Online,1,272.64,45.56,26-35
P002941,Tablet,Amazon,268.06,24,Amazon UK,North West,46,Online,0,0.0,22.35,46-55
P002942,TV,LG,349.85,24,Argos,North West,30,Online,1,86.79,26.21,26-35
P002943,Laptop,Lenovo,505.19,24,Argos,Wales,62,In-store,0,0.0,40.99,56-65
P002944,Refrigerator,Whirlpool,156.04,24,Currys,Scotland,20,Online,0,0.0,17.66,18-25
P002945,Washing Machine,Whirlpool,196.29,36,AO.com,West Midlands,28,Online,0,0.0,19.53,26-35
P002946,Washing Machine,LG,212.08,36,John Lewis,Wales,23,Online,0,0.0,17.6,18-25
P002947,Laptop,HP,446.77,12,John Lewis,Scotland,34,In-store,0,0.0,34.27,26-35
P002948,Tablet,Amazon,491.7,24,Currys,London,18,Marketplace,0,0.0,40.86,18-25
P002949,Refrigerator,Bosch,224.09,24,AO.com,Scotland,47,Online,0,0.0,16.05,46-55
P002950,TV,Samsung,252.2,36,Amazon UK,South East,65,Online,1,64.83,22.53,56-65
P002951,Refrigerator,Samsung,149.8,12,AO.com,Wales,69,Online,0,0.0,12.36,66+
P002952,Refrigerator,Bosch,278.42,36,AO.com,South East,27,Marketplace,1,79.56,27.26,26-35
P002953,Tablet,Amazon,152.11,12,Amazon UK,West Midlands,20,Marketplace,0,0.0,11.31,18-25
P002954,Tablet,Amazon,284.22,12,Argos,Scotland,51,In-store,0,0.0,23.53,46-55
P002955,Refrigerator,Whirlpool,113.2,36,Amazon UK,North West,51,In-store,1,41.57,15.24,46-55
P002956,Refrigerator,Bosch,94.91,12,Currys,South East,67,Online,0,0.0,11.79,66+
P002957,TV,Sony,272.05,24,Amazon UK,London,63,In-store,0,0.0,27.21,56-65
P002958,Tablet,Apple,294.4,24,John Lewis,West Midlands,56,In-store,0,0.0,26.49,56-65
P002959,Phone,Google,279.33,36,Argos,South East,44,Online,0,0.0,27.7,36-45
P002960,Laptop,Dell,380.54,12,Argos,London,29,Marketplace,1,64.72,30.54,26-35
P002961,Tablet,Samsung,141.7,12,John Lewis,West Midlands,55,In-store,1,30.21,13.43,46-55
P002962,Laptop,Lenovo,304.68,12,John Lewis,Wales,26,In-store,0,0.0,29.68,26-35
P002963,Charger,Anker,174.0,24,AO.com,Scotland,28,In-store,0,0.0,15.03,26-35
P002964,Tablet,Amazon,373.9,12,Currys,Scotland,46,Marketplace,0,0.0,27.39,46-55
P002965,Washing Machine,Whirlpool,50.93,12,Amazon UK,Wales,37,Marketplace,0,0.0,10.27,36-45
P002966,Washing Machine,LG,207.17,12,Amazon UK,Wales,65,Online,0,0.0,24.25,56-65
P002967,Phone,Google,441.49,12,Amazon UK,Scotland,51,Online,0,0.0,36.29,46-55
P002968,TV,Panasonic,100.54,12,Argos,Scotland,43,In-store,0,0.0,14.07,36-45
P002969,Phone,OnePlus,425.07,36,AO.com,Wales,33,Marketplace,0,0.0,40.48,26-35
P002970,Headphones,Beats,290.15,12,Argos,Wales,55,In-store,0,0.0,26.46,46-55
P002971,Phone,Apple,510.73,36,AO.com,Wales,63,In-store,0,0.0,40.32,56-65
P002972,Laptop,Apple,269.43,12,John Lewis,Wales,53,In-store,0,0.0,27.28,46-55
P002973,Washing Machine,Bosch,282.28,12,John Lewis,Scotland,38,Online,0,0.0,21.87,36-45
P002974,Washing Machine,Whirlpool,200.02,24,Argos,Wales,19,Online,0,0.0,23.96,18-25
P002975,Phone,Apple,355.36,36,Amazon UK,West Midlands,65,In-store,0,0.0,32.36,56-65
P002976,Laptop,Lenovo,213.24,12,AO.com,West Midlands,53,Marketplace,0,0.0,15.31,46-55
P002977,Tablet,Amazon,243.15,24,AO.com,South East,52,Online,0,0.0,22.33,46-55
P002978,Phone,Samsung,203.01,36,John Lewis,West Midlands,34,Marketplace,0,0.0,16.01,26-35
P002979,Laptop,Lenovo,318.07,12,Argos,North West,26,In-store,0,0.0,30.56,26-35
P002980,Phone,Google,282.81,24,Currys,South East,57,In-store,0,0.0,20.62,56-65
P002981,TV,Samsung,218.41,36,Currys,West Midlands,33,In-store,0,0.0,18.43,26-35
P002982,Washing Machine,Bosch,395.25,36,AO.com,North West,44,Marketplace,1,77.49,30.06,36-45
P002983,Refrigerator,Bosch,46.7,36,Currys,Wales,19,Marketplace,0,0.0,4.48,18-25
P002984,Headphones,Beats,229.11,36,Amazon UK,Wales,65,Online,0,0.0,23.31,56-65
P002985,Phone,Google,389.74,12,Currys,West Midlands,46,Marketplace,0,0.0,36.37,46-55
P002986,Refrigerator,Whirlpool,228.2,12,AO.com,Wales,66,In-store,0,0.0,25.3,66+
P002987,Headphones,Sony,290.56,24,John Lewis,West Midlands,19,Online,1,91.59,24.82,18-25
P002988,Charger,Anker,246.52,24,John Lewis,London,51,Online,0,0.0,20.82,46-55
P002989,Washing Machine,LG,362.93,36,Amazon UK,South East,61,Marketplace,0,0.0,33.43,56-65
P002990,Tablet,Samsung,330.02,12,Currys,Wales,19,Online,0,0.0,24.69,18-25
P002991,Tablet,Samsung,128.18,24,Amazon UK,Wales,50,Online,1,43.47,19.13,46-55
P002992,Charger,Apple,138.34,12,Currys,South East,58,Marketplace,0,0.0,18.56,56-65
P002993,Phone,Apple,351.28,36,John Lewis,South East,61,Online,0,0.0,22.94,56-65
P002994,Phone,OnePlus,482.61,24,Amazon UK,Wales,61,Marketplace,0,0.0,39.75,56-65
P002995,TV,Samsung,214.0,24,Argos,North West,53,Online,0,0.0,21.36,46-55
P002996,Washing Machine,LG,119.32,12,John Lewis,Scotland,22,In-store,1,34.87,15.04,18-25
P002997,Charger,Anker,153.29,36,Amazon UK,South East,21,Online,1,66.48,14.01,18-25
P002998,Tablet,Apple,164.82,36,John Lewis,South East,63,In-store,0,0.0,15.26,56-65
P002999,Tablet,Apple,218.29,24,John Lewis,South East,39,Online,0,0.0,14.72,36-45
P003000,Headphones,Bose,181.82,24,AO.com,Wales,39,Online,1,20.0,11.71,36-45
P003001,TV,Samsung,93.9,12,AO.com,South East,59,In-store,0,0.0,13.53,56-65
P003002,Tablet,Samsung,333.71,36,Amazon UK,West Midlands,35,Marketplace,0,0.0,27.1,26-35
P003003,Headphones,Bose,244.79,24,AO.com,London,49,In-store,0,0.0,22.01,46-55
P003004,Tablet,Apple,31.8,12,AO.com,North West,30,Online,0,0.0,5.77,26-35
P003005,Headphones,Bose,89.05,12,AO.com,North West,31,In-store,0,0.0,7.8,26-35
P003006,Refrigerator,Bosch,139.95,36,Amazon UK,Wales,29,In-store,1,37.34,10.21,26-35
P003007,Laptop,Apple,431.05,24,Currys,Scotland,42,In-store,0,0.0,31.83,36-45
P003008,Headphones,Bose,153.96,24,Amazon UK,West Midlands,42,In-store,1,45.76,11.82,36-45
P003009,Laptop,HP,430.93,24,Currys,South East,63,Online,0,0.0,35.54,56-65
P003010,Refrigerator,Bosch,181.84,36,Amazon UK,North West,61,In-store,0,0.0,14.89,56-65
P003011,Charger,Anker,119.52,24,Amazon UK,West Midlands,36,In-store,1,59.26,11.34,36-45
P003012,TV,Panasonic,276.14,36,Amazon UK,Wales,21,Online,0,0.0,25.49,18-25
P003013,Charger,Belkin,343.4,36,Argos,Scotland,19,Online,0,0.0,26.38,18-25
P003014,Washing Machine,Whirlpool,148.31,24,Argos,West Midlands,49,Online,0,0.0,15.4,46-55
P003015,Phone,Apple,409.06,12,Argos,North West,44,Marketplace,0,0.0,35.89,36-45
P003016,Charger,Belkin,97.69,12,John Lewis,West Midlands,53,Online,1,23.35,14.39,46-55
P003017,Laptop,HP,491.49,24,Currys,Wales,47,Marketplace,0,0.0,43.06,46-55
P003018,Refrigerator,Bosch,303.47,12,AO.com,Wales,68,Marketplace,0,0.0,27.4,66+
P003019,Charger,Anker,24.51,12,Argos,Scotland,29,Marketplace,1,20.0,6.06,26-35
P003020,TV,Panasonic,230.16,36,Currys,West Midlands,60,In-store,0,0.0,20.34,56-65
P003021,Laptop,Dell,348.93,12,Currys,South East,23,In-store,1,135.1,31.48,18-25
P003022,Tablet,Amazon,92.3,24,AO.com,London,54,Online,0,0.0,9.08,46-55
P003023,Charger,Anker,168.99,24,Amazon UK,London,45,In-store,1,61.35,15.06,36-45
P003024,Headphones,Bose,75.91,36,Currys,Wales,62,Online,0,0.0,9.11,56-65
P003025,Tablet,Apple,190.77,36,Currys,London,42,Marketplace,0,0.0,17.1,36-45
P003026,TV,Sony,317.48,24,Argos,North West,28,Marketplace,1,162.42,31.84,26-35
P003027,TV,Sony,126.66,24,Argos,Scotland,44,Online,0,0.0,17.75,36-45
P003028,Laptop,Lenovo,527.8,36,Currys,Wales,29,Online,0,0.0,43.46,26-35
P003029,Charger,Apple,198.05,36,John Lewis,North West,65,Online,0,0.0,18.29,56-65
P003030,Washing Machine,Bosch,296.1,24,Amazon UK,West Midlands,37,Online,1,75.95,21.29,36-45
P003031,Refrigerator,Whirlpool,20.0,36,Argos,London,28,Marketplace,0,0.0,3.07,26-35
P003032,Refrigerator,Samsung,148.19,24,John Lewis,London,46,In-store,0,0.0,14.88,46-55
P003033,Laptop,HP,387.12,24,Currys,London,34,Marketplace,0,0.0,27.87,26-35
P003034,Headphones,Bose,251.54,12,AO.com,Wales,38,Online,0,0.0,23.59,36-45
P003035,Phone,Samsung,358.76,24,AO.com,London,33,Online,0,0.0,25.75,26-35
P003036,Tablet,Samsung,63.08,12,Argos,South East,56,Online,0,0.0,7.34,56-65
P003037,Phone,OnePlus,481.66,36,Amazon UK,South East,39,Marketplace,1,121.5,40.65,36-45
P003038,Charger,Anker,307.47,36,Amazon UK,London,41,Marketplace,0,0.0,26.09,36-45
P003039,Laptop,Apple,387.83,12,Argos,London,38,Online,1,120.15,34.89,36-45
P003040,Phone,Google,569.98,24,AO.com,North West,60,In-store,0,0.0,46.82,56-65
P003041,Refrigerator,Whirlpool,213.32,36,Amazon UK,Wales,32,Online,0,0.0,25.84,26-35
P003042,Phone,OnePlus,160.74,36,AO.com,North West,19,In-store,0,0.0,15.81,18-25
P003043,Headphones,Bose,405.1,24,Currys,Scotland,41,Online,0,0.0,33.33,36-45
P003044,Washing Machine,LG,406.07,36,Amazon UK,Wales,53,In-store,0,0.0,37.51,46-55
P003045,Tablet,Samsung,122.68,36,Argos,North West,40,Online,0,0.0,17.97,36-45
P003046,TV,LG,125.88,24,AO.com,North West,62,Marketplace,0,0.0,16.23,56-65
P003047,TV,LG,209.43,36,AO.com,North West,61,Online,0,0.0,15.24,56-65
P003048,TV,Sony,256.65,12,AO.com,North West,25,In-store,1,69.1,20.09,18-25
P003049,Washing Machine,Whirlpool,229.75,36,Currys,West Midlands,45,Online,1,25.19,19.63,36-45
P003050,Tablet,Apple,204.37,12,AO.com,West Midlands,22,Marketplace,0,0.0,22.97,18-25
P003051,Headphones,Beats,78.72,12,Argos,London,32,In-store,0,0.0,1.48,26-35
P003052,Headphones,Sony,242.88,12,Amazon UK,North West,48,Online,1,46.61,19.08,46-55
P003053,Refrigerator,Samsung,125.85,12,Argos,Wales,32,Marketplace,1,61.46,8.96,26-35
P003054,Washing Machine,Bosch,119.0,24,Currys,West Midlands,32,Marketplace,0,0.0,16.0,26-35
P003055,Headphones,Beats,88.48,12,Amazon UK,Wales,69,Marketplace,0,0.0,10.36,66+
P003056,Washing Machine,Bosch,94.38,12,John Lewis,Wales,25,Online,0,0.0,9.41,18-25
P003057,Charger,Apple,171.27,36,Argos,South East,53,Marketplace,1,69.01,15.44,46-55
P003058,Tablet,Apple,251.09,12,AO.com,North West,31,Marketplace,0,0.0,22.9,26-35
P003059,TV,Sony,277.31,36,Currys,London,52,In-store,0,0.0,23.75,46-55
P003060,TV,Sony,93.39,36,John Lewis,Wales,28,Online,1,24.46,10.92,26-35
P003061,Laptop,Dell,527.01,12,Currys,Scotland,49,Online,0,0.0,45.78,46-55
P003062,Phone,Samsung,322.42,12,Currys,West Midlands,30,Online,1,29.47,24.74,26-35
P003063,Headphones,Beats,116.22,24,Amazon UK,North West,18,Marketplace,0,0.0,17.15,18-25
P003064,Tablet,Samsung,197.88,36,Currys,West Midlands,50,In-store,0,0.0,18.7,46-55
P003065,Refrigerator,Bosch,347.17,24,John Lewis,South East,22,Marketplace,0,0.0,31.26,18-25
P003066,Phone,OnePlus,166.91,36,John Lewis,Scotland,67,Marketplace,0,0.0,17.49,66+
P003067,Laptop,Apple,421.43,24,Argos,West Midlands,67,Marketplace,0,0.0,35.47,66+
P003068,Charger,Belkin,135.76,12,Amazon UK,Scotland,34,Online,0,0.0,10.49,26-35
P003069,Refrigerator,Bosch,111.43,24,Argos,West Midlands,65,Online,0,0.0,14.38,56-65
P003070,Tablet,Amazon,258.89,12,John Lewis,West Midlands,44,In-store,0,0.0,19.91,36-45
P003071,Tablet,Amazon,283.23,36,AO.com,North West,61,Online,1,49.7,26.23,56-65
P003072,Refrigerator,Samsung,288.73,36,Currys,North West,67,Marketplace,0,0.0,22.64,66+
P003073,Tablet,Amazon,197.02,12,AO.com,London,26,Marketplace,0,0.0,20.37,26-35
P003074,Tablet,Amazon,48.95,36,Argos,London,60,Marketplace,0,0.0,6.36,56-65
P003075,Phone,OnePlus,445.46,24,AO.com,Wales,19,Online,0,0.0,35.42,18-25
P003076,Phone,Google,433.07,36,Currys,West Midlands,45,Online,0,0.0,31.69,36-45
P003077,Headphones,Bose,164.39,36,John Lewis,London,53,In-store,1,67.2,21.17,46-55
P003078,Refrigerator,Bosch,38.67,24,Currys,West Midlands,19,Online,0,0.0,0.57,18-25
P003079,Laptop,HP,326.58,36,Amazon UK,Wales,50,Marketplace,0,0.0,33.57,46-55
P003080,Phone,Samsung,465.66,12,Amazon UK,Wales,18,Marketplace,1,218.5,36.82,18-25
P003081,Washing Machine,Whirlpool,203.54,24,Argos,North West,34,Online,0,0.0,15.99,26-35
P003082,Laptop,Dell,421.88,36,AO.com,Scotland,64,Marketplace,0,0.0,33.79,56-65
P003083,Charger,Anker,224.83,36,Currys,North West,38,In-store,0,0.0,20.87,36-45
P003084,Phone,Google,356.27,24,AO.com,London,57,Online,1,88.59,22.46,56-65
P003085,Washing Machine,Whirlpool,265.98,24,John Lewis,London,60,In-store,0,0.0,21.18,56-65
P003086,Phone,OnePlus,281.48,12,AO.com,West Midlands,46,In-store,1,103.76,20.47,46-55
P003087,Charger,Belkin,348.36,24,AO.com,Scotland,32,Online,0,0.0,28.76,26-35
P003088,Headphones,Bose,237.77,12,AO.com,West Midlands,62,In-store,0,0.0,28.0,56-65
P003089,Headphones,Beats,20.0,36,Currys,West Midlands,57,Marketplace,1,20.0,-2.52,56-65
P003090,Headphones,Bose,73.44,36,AO.com,Wales,45,Marketplace,0,0.0,12.22,36-45
P003091,TV,Sony,293.85,12,John Lewis,South East,65,In-store,0,0.0,28.85,56-65
P003092,Charger,Belkin,275.6,24,Argos,South East,66,Online,0,0.0,25.9,66+
P003093,Headphones,Beats,230.45,36,Argos,North West,33,Marketplace,0,0.0,18.23,26-35
P003094,Refrigerator,Whirlpool,224.83,12,AO.com,West Midlands,35,Online,0,0.0,23.0,26-35
P003095,Charger,Belkin,141.19,36,Argos,South East,22,In-store,1,36.11,20.35,18-25
P003096,Charger,Anker,401.2,12,Argos,South East,36,Marketplace,1,230.5,34.77,36-45
P003097,Phone,Samsung,356.52,24,Argos,Scotland,62,In-store,0,0.0,29.75,56-65
P003098,Refrigerator,Bosch,299.97,24,John Lewis,Wales,22,In-store,1,56.54,21.42,18-25
P003099,Washing Machine,LG,170.6,24,Argos,London,32,In-store,0,0.0,14.71,26-35
P003100,TV,Panasonic,68.75,24,Amazon UK,South East,65,Online,0,0.0,10.54,56-65
P003101,Headphones,Sony,202.51,12,AO.com,Wales,42,Online,0,0.0,18.94,36-45
P003102,Washing Machine,Bosch,205.08,36,AO.com,North West,68,Online,0,0.0,19.99,66+
P003103,Charger,Anker,52.67,36,Argos,South East,35,Online,1,20.14,12.77,26-35
P003104,Laptop,HP,271.84,36,John Lewis,Scotland,35,In-store,1,77.92,21.7,26-35
P003105,Phone,Google,494.16,24,Amazon UK,London,60,Online,0,0.0,39.82,56-65
P003106,Laptop,HP,360.9,12,Currys,Scotland,58,Marketplace,0,0.0,30.86,56-65
P003107,Tablet,Apple,82.11,36,John Lewis,Scotland,40,Online,0,0.0,6.5,36-45
P003108,Headphones,Beats,63.58,12,Argos,South East,27,Marketplace,1,32.66,5.12,26-35
P003109,Refrigerator,Whirlpool,209.96,36,Argos,North West,39,Online,1,66.44,20.37,36-45
P003110,TV,LG,241.45,24,Amazon UK,South East,50,Marketplace,0,0.0,18.1,46-55
P003111,Refrigerator,Samsung,164.87,36,AO.com,London,68,Marketplace,0,0.0,17.23,66+
P003112,Charger,Anker,112.19,24,Argos,London,51,In-store,0,0.0,9.9,46-55
P003113,TV,Samsung,289.12,24,Currys,West Midlands,25,Online,0,0.0,26.67,18-25
P003114,Refrigerator,Bosch,73.98,24,Currys,Wales,53,Marketplace,0,0.0,11.31,46-55
P003115,Headphones,Beats,180.11,36,AO.com,West Midlands,67,In-store,0,0.0,17.42,66+
P003116,TV,Samsung,345.54,36,Amazon UK,Wales,20,Marketplace,1,83.34,33.6,18-25
P003117,Phone,Apple,393.38,24,Currys,South East,31,In-store,0,0.0,32.89,26-35
P003118,TV,LG,221.74,36,AO.com,West Midlands,55,Marketplace,0,0.0,21.03,46-55
P003119,Tablet,Apple,108.58,24,Argos,South East,28,In-store,0,0.0,10.88,26-35
P003120,Refrigerator,Bosch,281.53,12,Currys,North West,36,In-store,0,0.0,19.34,36-45
P003121,TV,LG,300.71,12,AO.com,South East,40,Marketplace,0,0.0,32.99,36-45
P003122,Phone,OnePlus,320.03,24,John Lewis,South East,59,Online,0,0.0,27.5,56-65
P003123,Headphones,Bose,202.65,36,Amazon UK,South East,65,Online,0,0.0,22.3,56-65
