Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band,Predicted_Claim_Frequency,Predicted_Claim_Severity,Technical_Premium,Final_Premium_Base,Final_Premium_YoungLoad,Final_Premium_TabletDisc,Final_Premium
P002936,Charger,Apple,208.58,24,Argos,North West,40,Online,0,0.0,19.73,36-45,0.2613858298826306,77.8211579175051,20.34134794469432,25.4266849308679,25.4266849308679,25.4266849308679,25.4266849308679
P002937,Laptop,Apple,341.53,12,Amazon UK,London,55,Marketplace,0,0.0,23.61,46-55,0.2563738296949623,77.8211579175051,19.951308286607222,24.93913535825903,24.93913535825903,24.93913535825903,24.93913535825903
P002938,Charger,Anker,211.85,36,John Lewis,London,57,In-store,0,0.0,16.43,56-65,0.1520044066530026,77.8211579175051,11.82915893429998,14.786448667874975,14.786448667874975,14.786448667874975,14.786448667874975
P002939,Refrigerator,Bosch,170.55,24,Argos,West Midlands,62,In-store,0,0.0,14.98,56-65,0.2088137680170144,77.8211579175051,16.250129216201355,20.312661520251694,20.312661520251694,20.312661520251694,20.312661520251694
P002940,Laptop,Lenovo,541.98,24,Argos,South East,28,Online,1,272.64,45.56,26-35,0.4304355335057284,116.76546106952078,50.260003530501535,62.82500441312692,62.82500441312692,62.82500441312692,62.82500441312692
P002941,Tablet,Amazon,268.06,24,Amazon UK,North West,46,Online,0,0.0,22.35,46-55,0.1926369463437902,77.8211579175051,14.991230222166054,18.73903777770757,18.73903777770757,16.865133999936813,16.865133999936813
P002942,TV,LG,349.85,24,Argos,North West,30,Online,1,86.79,26.21,26-35,0.2653895381483355,65.38833835913077,17.353380917416803,21.691726146771003,21.691726146771003,21.691726146771003,21.691726146771003
P002943,Laptop,Lenovo,505.19,24,Argos,Wales,62,In-store,0,0.0,40.99,56-65,0.2024623456089876,77.8211579175051,15.75585416998552,19.6948177124819,19.6948177124819,19.6948177124819,19.6948177124819
P002944,Refrigerator,Whirlpool,156.04,24,Currys,Scotland,20,Online,0,0.0,17.66,18-25,0.3872045989570568,77.8211579175051,30.132710241821343,37.66588780227668,41.43247658250435,41.43247658250435,41.43247658250435
P002945,Washing Machine,Whirlpool,196.29,36,AO.com,West Midlands,28,Online,0,0.0,19.53,26-35,0.2983986270709605,77.8211579175051,23.22172667965593,29.027158349569913,29.027158349569913,29.027158349569913,29.027158349569913
P002946,Washing Machine,LG,212.08,36,John Lewis,Wales,23,Online,0,0.0,17.6,18-25,0.2569153310869377,77.8211579175051,19.993448551944688,24.99181068993086,27.490991758923947,27.490991758923947,27.490991758923947
P002947,Laptop,HP,446.77,12,John Lewis,Scotland,34,In-store,0,0.0,34.27,26-35,0.4226373141220531,77.8211579175051,32.8901251641225,41.11265645515313,41.11265645515313,41.11265645515313,41.11265645515313
P002948,Tablet,Amazon,491.7,24,Currys,London,18,Marketplace,0,0.0,40.86,18-25,0.380994993771069,77.8211579175051,29.649471576037232,37.06183947004654,40.768023417051204,36.691221075346085,36.691221075346085
P002949,Refrigerator,Bosch,224.09,24,AO.com,Scotland,47,Online,0,0.0,16.05,46-55,0.2254390958181525,77.8211579175051,17.54393147644401,21.929914345555012,21.929914345555012,21.929914345555012,21.929914345555012
P002950,TV,Samsung,252.2,36,Amazon UK,South East,65,Online,1,64.83,22.53,56-65,0.1313169984849336,61.64476987523126,8.095006152309825,10.11875769038728,10.11875769038728,10.11875769038728,10.11875769038728
P002951,Refrigerator,Samsung,149.8,12,AO.com,Wales,69,Online,0,0.0,12.36,66+,0.0791039525685156,77.8211579175051,6.155961184733286,7.6949514809166075,7.6949514809166075,7.6949514809166075,7.6949514809166075
P002952,Refrigerator,Bosch,278.42,36,AO.com,South East,27,Marketplace,1,79.56,27.26,26-35,0.352862837352328,74.0751858984809,26.138380273539124,32.6729753419239,32.6729753419239,32.6729753419239,32.6729753419239
P002953,Tablet,Amazon,152.11,12,Amazon UK,West Midlands,20,Marketplace,0,0.0,11.31,18-25,0.4036376151994688,77.8211579175051,31.411546593883017,39.264433242353775,43.190876566589154,38.87178890993024,38.87178890993024
P002954,Tablet,Amazon,284.22,12,Argos,Scotland,51,In-store,0,0.0,23.53,46-55,0.2232688190955579,77.8211579175051,17.37503802889029,21.718797536112863,21.718797536112863,19.546917782501577,19.546917782501577
P002955,Refrigerator,Whirlpool,113.2,36,Amazon UK,North West,51,In-store,1,41.57,15.24,46-55,0.2023295646852837,64.30788834914486,13.011387055512309,16.264233819390384,16.264233819390384,16.264233819390384,16.264233819390384
P002956,Refrigerator,Bosch,94.91,12,Currys,South East,67,Online,0,0.0,11.79,66+,0.1264158525439075,77.8211579175051,9.837828024095463,12.29728503011933,12.29728503011933,12.29728503011933,12.29728503011933
P002957,TV,Sony,272.05,24,Amazon UK,London,63,In-store,0,0.0,27.21,56-65,0.1636639865259559,77.8211579175051,12.736520940844844,15.920651176056055,15.920651176056055,15.920651176056055,15.920651176056055
P002958,Tablet,Apple,294.4,24,John Lewis,West Midlands,56,In-store,0,0.0,26.49,56-65,0.1288759159739823,77.8211579175051,10.029273008774394,12.536591260967993,12.536591260967993,11.282932134871194,11.282932134871194
P002959,Phone,Google,279.33,36,Argos,South East,44,Online,0,0.0,27.7,36-45,0.2891606769748348,77.8211579175051,22.5028187063913,28.128523382989123,28.128523382989123,28.128523382989123,28.128523382989123
P002960,Laptop,Dell,380.54,12,Argos,London,29,Marketplace,1,64.72,30.54,26-35,0.3949193405714802,118.22533842154697,46.68947268827741,58.36184086034677,58.36184086034677,58.36184086034677,58.36184086034677
P002961,Tablet,Samsung,141.7,12,John Lewis,West Midlands,55,In-store,1,30.21,13.43,46-55,0.2360523258843919,51.72279347440773,12.209285700871993,15.261607126089991,15.261607126089991,13.735446413480993,13.735446413480993
P002962,Laptop,Lenovo,304.68,12,John Lewis,Wales,26,In-store,0,0.0,29.68,26-35,0.3686332366389357,77.8211579175051,28.68746532211965,35.85933165264956,35.85933165264956,35.85933165264956,35.85933165264956
P002963,Charger,Anker,174.0,24,AO.com,Scotland,28,In-store,0,0.0,15.03,26-35,0.3093677880123016,77.8211579175051,24.075359485494563,30.094199356868202,30.094199356868202,30.094199356868202,30.094199356868202
P002964,Tablet,Amazon,373.9,12,Currys,Scotland,46,Marketplace,0,0.0,27.39,46-55,0.2094426661583451,77.8211579175051,16.299070797771876,20.373838497214845,20.373838497214845,18.336454647493362,18.336454647493362
P002965,Washing Machine,Whirlpool,50.93,12,Amazon UK,Wales,37,Marketplace,0,0.0,10.27,36-45,0.2399894489622882,77.8211579175051,18.67625680622926,23.345321007786577,23.345321007786577,23.345321007786577,23.345321007786577
P002966,Washing Machine,LG,207.17,12,Amazon UK,Wales,65,Online,0,0.0,24.25,56-65,0.1202170974061285,77.8211579175051,9.35543372162642,11.694292152033025,11.694292152033025,11.694292152033025,11.694292152033025
P002967,Phone,Google,441.49,12,Amazon UK,Scotland,51,Online,0,0.0,36.29,46-55,0.2254302628503922,77.8211579175051,17.543244084665055,21.929055105831317,21.929055105831317,21.929055105831317,21.929055105831317
P002968,TV,Panasonic,100.54,12,Argos,Scotland,43,In-store,0,0.0,14.07,36-45,0.2678360782191407,77.8211579175051,20.843313739096995,26.054142173871245,26.054142173871245,26.054142173871245,26.054142173871245
P002969,Phone,OnePlus,425.07,36,AO.com,Wales,33,Marketplace,0,0.0,40.48,26-35,0.3010517885309761,77.8211579175051,23.42819877661644,29.28524847077055,29.28524847077055,29.28524847077055,29.28524847077055
P002970,Headphones,Beats,290.15,12,Argos,Wales,55,In-store,0,0.0,26.46,46-55,0.2232941766781272,77.8211579175051,17.377011385327823,21.721264231659777,21.721264231659777,21.721264231659777,21.721264231659777
P002971,Phone,Apple,510.73,36,AO.com,Wales,63,In-store,0,0.0,40.32,56-65,0.110217192864853,77.8211579175051,8.577229571159842,10.721536963949802,10.721536963949802,10.721536963949802,10.721536963949802
P002972,Laptop,Apple,269.43,12,John Lewis,Wales,53,In-store,0,0.0,27.28,46-55,0.2163595859640787,77.8211579175051,16.83735350627659,21.046691882845735,21.046691882845735,21.046691882845735,21.046691882845735
P002973,Washing Machine,Bosch,282.28,12,John Lewis,Scotland,38,Online,0,0.0,21.87,36-45,0.2695684280828589,77.8211579175051,20.97812721140978,26.222659014262227,26.222659014262227,26.222659014262227,26.222659014262227
P002974,Washing Machine,Whirlpool,200.02,24,Argos,Wales,19,Online,0,0.0,23.96,18-25,0.3439322675264168,77.8211579175051,26.76520730409889,33.456509130123614,36.80216004313598,36.80216004313598,36.80216004313598
P002975,Phone,Apple,355.36,36,Amazon UK,West Midlands,65,In-store,0,0.0,32.36,56-65,0.1368890891439362,77.8211579175051,10.652867423453692,13.316084279317115,13.316084279317115,13.316084279317115,13.316084279317115
P002976,Laptop,Lenovo,213.24,12,AO.com,West Midlands,53,Marketplace,0,0.0,15.31,46-55,0.2557575015755723,77.8211579175051,19.90334491869917,24.87918114837396,24.87918114837396,24.87918114837396,24.87918114837396
P002977,Tablet,Amazon,243.15,24,AO.com,South East,52,Online,0,0.0,22.33,46-55,0.1871376072984255,77.8211579175051,14.563265289874826,18.204081612343533,18.204081612343533,16.38367345110918,16.38367345110918
P002978,Phone,Samsung,203.01,36,John Lewis,West Midlands,34,Marketplace,0,0.0,16.01,26-35,0.3605401099479401,77.8211579175051,28.0576488318533,35.072061039816624,35.072061039816624,35.072061039816624,35.072061039816624
P002979,Laptop,Lenovo,318.07,12,Argos,North West,26,In-store,0,0.0,30.56,26-35,0.4103678283808706,77.8211579175051,31.935299576691364,39.919124470864205,39.919124470864205,39.919124470864205,39.919124470864205
P002980,Phone,Google,282.81,24,Currys,South East,57,In-store,0,0.0,20.62,56-65,0.169293248737289,77.8211579175051,13.174596644352038,16.46824580544005,16.46824580544005,16.46824580544005,16.46824580544005
P002981,TV,Samsung,218.41,36,Currys,West Midlands,33,In-store,0,0.0,18.43,26-35,0.2827980912286242,77.8211579175051,22.007674916271775,27.50959364533972,27.50959364533972,27.50959364533972,27.50959364533972
P002982,Washing Machine,Bosch,395.25,36,AO.com,North West,44,Marketplace,1,77.49,30.06,36-45,0.2451299041252153,70.99241776763031,17.40236456099645,21.75295570124556,21.75295570124556,21.75295570124556,21.75295570124556
P002983,Refrigerator,Bosch,46.7,36,Currys,Wales,19,Marketplace,0,0.0,4.48,18-25,0.4080026436872322,77.8211579175051,31.751238165143665,39.689047706429584,43.65795247707255,43.65795247707255,43.65795247707255
P002984,Headphones,Beats,229.11,36,Amazon UK,Wales,65,Online,0,0.0,23.31,56-65,0.1656380754656941,77.8211579175051,12.890146827967408,16.11268353495926,16.11268353495926,16.11268353495926,16.11268353495926
P002985,Phone,Google,389.74,12,Currys,West Midlands,46,Marketplace,0,0.0,36.37,46-55,0.2279555167380216,77.8211579175051,17.73976226623606,22.174702832795074,22.174702832795074,22.174702832795074,22.174702832795074
P002986,Refrigerator,Whirlpool,228.2,12,AO.com,Wales,66,In-store,0,0.0,25.3,66+,0.0995424212157286,77.8211579175051,7.746506480920026,9.683133101150032,9.683133101150032,9.683133101150032,9.683133101150032
P002987,Headphones,Sony,290.56,24,John Lewis,West Midlands,19,Online,1,91.59,24.82,18-25,0.3871971360077545,63.72661138626331,24.67476141624031,30.84345177030039,33.927796947330435,33.927796947330435,33.927796947330435
P002988,Charger,Anker,246.52,24,John Lewis,London,51,Online,0,0.0,20.82,46-55,0.1910030984298711,77.8211579175051,14.86408228564377,18.58010285705471,18.58010285705471,18.58010285705471,18.58010285705471
P002989,Washing Machine,LG,362.93,36,Amazon UK,South East,61,Marketplace,0,0.0,33.43,56-65,0.1293089342702058,77.8211579175051,10.062970993985973,12.578713742482465,12.578713742482465,12.578713742482465,12.578713742482465
P002990,Tablet,Samsung,330.02,12,Currys,Wales,19,Online,0,0.0,24.69,18-25,0.3984549526203334,77.8211579175051,31.00822579087898,38.76028223859873,42.6363104624586,38.37267941621274,38.37267941621274
P002991,Tablet,Samsung,128.18,24,Amazon UK,Wales,50,Online,1,43.47,19.13,46-55,0.2249332053770875,57.42022228826335,12.915714652763958,16.144643315954948,16.144643315954948,14.530178984359454,14.530178984359454
P002992,Charger,Apple,138.34,12,Currys,South East,58,Marketplace,0,0.0,18.56,56-65,0.1625014666381472,77.8211579175051,12.646052297073442,15.807565371341802,15.807565371341802,15.807565371341802,15.807565371341802
P002993,Phone,Apple,351.28,36,John Lewis,South East,61,Online,0,0.0,22.94,56-65,0.1153542186412847,77.8211579175051,8.976998865333828,11.221248581667284,11.221248581667284,11.221248581667284,11.221248581667284
P002994,Phone,OnePlus,482.61,24,Amazon UK,Wales,61,Marketplace,0,0.0,39.75,56-65,0.1624474687780358,77.8211579175051,12.641850121074503,15.80231265134313,15.80231265134313,15.80231265134313,15.80231265134313
P002995,TV,Samsung,214.0,24,Argos,North West,53,Online,0,0.0,21.36,46-55,0.1613273396231264,77.8211579175051,12.5546803732223,15.693350466527875,15.693350466527875,15.693350466527875,15.693350466527875
P002996,Washing Machine,LG,119.32,12,John Lewis,Scotland,22,In-store,1,34.87,15.04,18-25,0.2875614553348489,51.15224219129752,14.709413208170174,18.386766510212716,20.22544316123399,20.22544316123399,20.22544316123399
P002997,Charger,Anker,153.29,36,Amazon UK,South East,21,Online,1,66.48,14.01,18-25,0.371196334957649,66.69226999673448,24.75592619279381,30.944907740992264,34.03939851509149,34.03939851509149,34.03939851509149
P002998,Tablet,Apple,164.82,36,John Lewis,South East,63,In-store,0,0.0,15.26,56-65,0.1217546508111808,77.8211579175051,9.475087907967591,11.843859884959489,11.843859884959489,10.65947389646354,10.65947389646354
P002999,Tablet,Apple,218.29,24,John Lewis,South East,39,Online,0,0.0,14.72,36-45,0.1970969484795834,77.8211579175051,15.338312752688028,19.172890940860036,19.172890940860036,17.255601846774034,17.255601846774034
P003000,Headphones,Bose,181.82,24,AO.com,Wales,39,Online,1,20.0,11.71,36-45,0.2312206570419705,67.59188982687203,15.628641176477831,19.53580147059729,19.53580147059729,19.53580147059729,19.53580147059729
P003001,TV,Samsung,93.9,12,AO.com,South East,59,In-store,0,0.0,13.53,56-65,0.1216207352135252,77.8211579175051,9.46466644109482,11.830833051368526,11.830833051368526,11.830833051368526,11.830833051368526
P003002,Tablet,Samsung,333.71,36,Amazon UK,West Midlands,35,Marketplace,0,0.0,27.1,26-35,0.4078114585749987,77.8211579175051,31.73635991833306,39.67044989791633,39.67044989791633,35.703404908124696,35.703404908124696
P003003,Headphones,Bose,244.79,24,AO.com,London,49,In-store,0,0.0,22.01,46-55,0.2005016626133741,77.8211579175051,15.603271548957714,19.50408943619714,19.50408943619714,19.50408943619714,19.50408943619714
P003004,Tablet,Apple,31.8,12,AO.com,North West,30,Online,0,0.0,5.77,26-35,0.2253902259030931,77.8211579175051,17.540128363066756,21.925160453833445,21.925160453833445,19.732644408450103,19.732644408450103
P003005,Headphones,Bose,89.05,12,AO.com,North West,31,In-store,0,0.0,7.8,26-35,0.289508508553752,77.8211579175051,22.52988736262291,28.16235920327864,28.16235920327864,28.16235920327864,28.16235920327864
P003006,Refrigerator,Bosch,139.95,36,Amazon UK,Wales,29,In-store,1,37.34,10.21,26-35,0.3705547093607078,64.19795273972717,23.78885371902205,29.736067148777565,29.736067148777565,29.736067148777565,29.736067148777565
P003007,Laptop,Apple,431.05,24,Currys,Scotland,42,In-store,0,0.0,31.83,36-45,0.3249473567349781,77.8211579175051,25.2877795633486,31.609724454185752,31.609724454185752,31.609724454185752,31.609724454185752
P003008,Headphones,Bose,153.96,24,Amazon UK,West Midlands,42,In-store,1,45.76,11.82,36-45,0.2937269611881188,61.43050804718726,18.043796452942598,22.554745566178248,22.554745566178248,22.554745566178248,22.554745566178248
P003009,Laptop,HP,430.93,24,Currys,South East,63,Online,0,0.0,35.54,56-65,0.2088305219069088,77.8211579175051,16.251433023312558,20.314291279140697,20.314291279140697,20.314291279140697,20.314291279140697
P003010,Refrigerator,Bosch,181.84,36,Amazon UK,North West,61,In-store,0,0.0,14.89,56-65,0.1793093021716537,77.8211579175051,13.954057520377903,17.44257190047238,17.44257190047238,17.44257190047238,17.44257190047238
P003011,Charger,Anker,119.52,24,Amazon UK,West Midlands,36,In-store,1,59.26,11.34,36-45,0.28405626768117,60.34449816749529,17.141232924551915,21.426541155689893,21.426541155689893,21.426541155689893,21.426541155689893
P003012,TV,Panasonic,276.14,36,Amazon UK,Wales,21,Online,0,0.0,25.49,18-25,0.3301216646655488,77.8211579175051,25.69045019792734,32.113062747409174,35.324369022150094,35.324369022150094,35.324369022150094
P003013,Charger,Belkin,343.4,36,Argos,Scotland,19,Online,0,0.0,26.38,18-25,0.3622200056592076,77.8211579175051,28.188380261284788,35.235475326605986,38.75902285926659,38.75902285926659,38.75902285926659
P003014,Washing Machine,Whirlpool,148.31,24,Argos,West Midlands,49,Online,0,0.0,15.4,46-55,0.2122208675955498,77.8211579175051,16.515273650543225,20.64409206317903,20.64409206317903,20.64409206317903,20.64409206317903
P003015,Phone,Apple,409.06,12,Argos,North West,44,Marketplace,0,0.0,35.89,36-45,0.2025919081359967,77.8211579175051,15.765936875860088,19.70742109482511,19.70742109482511,19.70742109482511,19.70742109482511
P003016,Charger,Belkin,97.69,12,John Lewis,West Midlands,53,Online,1,23.35,14.39,46-55,0.181700274392936,72.00162683722563,13.082715353061682,16.3533941913271,16.3533941913271,16.3533941913271,16.3533941913271
P003017,Laptop,HP,491.49,24,Currys,Wales,47,Marketplace,0,0.0,43.06,46-55,0.2557370571576688,77.8211579175051,19.90175391042497,24.87719238803121,24.87719238803121,24.87719238803121,24.87719238803121
P003018,Refrigerator,Bosch,303.47,12,AO.com,Wales,68,Marketplace,0,0.0,27.4,66+,0.1122214654385203,77.8211579175051,8.73320438362493,10.916505479531162,10.916505479531162,10.916505479531162,10.916505479531162
P003019,Charger,Anker,24.51,12,Argos,Scotland,29,Marketplace,1,20.0,6.06,26-35,0.3467895837058908,63.99785219459187,22.19378852063365,27.74223565079206,27.74223565079206,27.74223565079206,27.74223565079206
P003020,TV,Panasonic,230.16,36,Currys,West Midlands,60,In-store,0,0.0,20.34,56-65,0.1575568550287444,77.8211579175051,12.261256896177375,15.326571120221718,15.326571120221718,15.326571120221718,15.326571120221718
P003021,Laptop,Dell,348.93,12,Currys,South East,23,In-store,1,135.1,31.48,18-25,0.4210321669679889,103.86923997747796,43.73229118903561,54.66536398629451,60.131900384923966,60.131900384923966,60.131900384923966
P003022,Tablet,Amazon,92.3,24,AO.com,London,54,Online,0,0.0,9.08,46-55,0.1923723132292505,77.8211579175051,14.97063616676926,18.713295208461574,18.713295208461574,16.841965687615417,16.841965687615417
P003023,Charger,Anker,168.99,24,Amazon UK,London,45,In-store,1,61.35,15.06,36-45,0.2758669452128667,61.7209729372718,17.02677625977119,21.28347032471399,21.28347032471399,21.28347032471399,21.28347032471399
P003024,Headphones,Bose,75.91,36,Currys,Wales,62,Online,0,0.0,9.11,56-65,0.1498918297754833,77.8211579175051,11.66475575550168,14.5809446943771,14.5809446943771,14.5809446943771,14.5809446943771
P003025,Tablet,Apple,190.77,36,Currys,London,42,Marketplace,0,0.0,17.1,36-45,0.2185169977268717,77.8211579175051,17.005245787761986,21.256557234702484,21.256557234702484,19.130901511232235,19.130901511232235
P003026,TV,Sony,317.48,24,Argos,North West,28,Marketplace,1,162.42,31.84,26-35,0.3082892224628092,64.46770293433028,19.874698011588045,24.843372514485054,24.843372514485054,24.843372514485054,24.843372514485054
P003027,TV,Sony,126.66,24,Argos,Scotland,44,Online,0,0.0,17.75,36-45,0.272222654698782,77.8211579175051,21.184682200036377,26.48085275004547,26.48085275004547,26.48085275004547,26.48085275004547
P003028,Laptop,Lenovo,527.8,36,Currys,Wales,29,Online,0,0.0,43.46,26-35,0.383955238603776,77.8211579175051,29.879841256637803,37.349801570797254,37.349801570797254,37.349801570797254,37.349801570797254
P003029,Charger,Apple,198.05,36,John Lewis,North West,65,Online,0,0.0,18.29,56-65,0.1404432761971404,77.8211579175051,10.929458375389448,13.661822969236809,13.661822969236809,13.661822969236809,13.661822969236809
P003030,Washing Machine,Bosch,296.1,24,Amazon UK,West Midlands,37,Online,1,75.95,21.29,36-45,0.3036588845062195,69.34871941965454,21.0583547809071,26.322943476133872,26.322943476133872,26.322943476133872,26.322943476133872
P003031,Refrigerator,Whirlpool,20.0,36,Argos,London,28,Marketplace,0,0.0,3.07,26-35,0.360670509697053,77.8211579175051,28.06779669132142,35.08474586415177,35.08474586415177,35.08474586415177,35.08474586415177
P003032,Refrigerator,Samsung,148.19,24,John Lewis,London,46,In-store,0,0.0,14.88,46-55,0.1654663054252164,77.8211579175051,12.876779484521895,16.09597435565237,16.09597435565237,16.09597435565237,16.09597435565237
P003033,Laptop,HP,387.12,24,Currys,London,34,Marketplace,0,0.0,27.87,26-35,0.4447897560946869,77.8211579175051,34.61405384913321,43.26756731141651,43.26756731141651,43.26756731141651,43.26756731141651
P003034,Headphones,Bose,251.54,12,AO.com,Wales,38,Online,0,0.0,23.59,36-45,0.2312206570419705,77.8211579175051,17.993859265452475,22.492324081815593,22.492324081815593,22.492324081815593,22.492324081815593
P003035,Phone,Samsung,358.76,24,AO.com,London,33,Online,0,0.0,25.75,26-35,0.343280618984961,77.8211579175051,26.71449526004755,33.39311907505944,33.39311907505944,33.39311907505944,33.39311907505944
P003036,Tablet,Samsung,63.08,12,Argos,South East,56,Online,0,0.0,7.34,56-65,0.1906915776953422,77.8211579175051,14.83983938136742,18.549799226709276,18.549799226709276,16.694819304038347,16.694819304038347
P003037,Phone,OnePlus,481.66,36,Amazon UK,South East,39,Marketplace,1,121.5,40.65,36-45,0.2857769843368052,126.59401608387948,36.17765615153609,45.222070189420116,45.222070189420116,45.222070189420116,45.222070189420116
P003038,Charger,Anker,307.47,36,Amazon UK,London,41,Marketplace,0,0.0,26.09,36-45,0.2730498868247524,77.8211579175051,21.249058361945952,26.56132295243244,26.56132295243244,26.56132295243244,26.56132295243244
P003039,Laptop,Apple,387.83,12,Argos,London,38,Online,1,120.15,34.89,36-45,0.3345656659568489,140.976407066946,47.16586551455661,58.95733189319576,58.95733189319576,58.95733189319576,58.95733189319576
P003040,Phone,Google,569.98,24,AO.com,North West,60,In-store,0,0.0,46.82,56-65,0.1470157186613769,77.8211579175051,11.440933458302514,14.301166822878141,14.301166822878141,14.301166822878141,14.301166822878141
P003041,Refrigerator,Whirlpool,213.32,36,Amazon UK,Wales,32,Online,0,0.0,25.84,26-35,0.3180747857474725,77.8211579175051,24.75294813123066,30.941185164038323,30.941185164038323,30.941185164038323,30.941185164038323
P003042,Phone,OnePlus,160.74,36,AO.com,North West,19,In-store,0,0.0,15.81,18-25,0.3447661317216777,77.8211579175051,26.830099581320045,33.53762447665006,36.89138692431507,36.89138692431507,36.89138692431507
P003043,Headphones,Bose,405.1,24,Currys,Scotland,41,Online,0,0.0,33.33,36-45,0.2715894865569352,77.8211579175051,21.135408322081386,26.419260402601733,26.419260402601733,26.419260402601733,26.419260402601733
P003044,Washing Machine,LG,406.07,36,Amazon UK,Wales,53,In-store,0,0.0,37.51,46-55,0.1580322990996903,77.8211579175051,12.2982565043034,15.372820630379248,15.372820630379248,15.372820630379248,15.372820630379248
P003045,Tablet,Samsung,122.68,36,Argos,North West,40,Online,0,0.0,17.97,36-45,0.2943005289803519,77.8211579175051,22.90280794098525,28.628509926231565,28.628509926231565,25.76565893360841,25.76565893360841
P003046,TV,LG,125.88,24,AO.com,North West,62,Marketplace,0,0.0,16.23,56-65,0.1159140100391573,77.8211579175051,9.020562480108532,11.275703100135665,11.275703100135665,11.275703100135665,11.275703100135665
P003047,TV,LG,209.43,36,AO.com,North West,61,Online,0,0.0,15.24,56-65,0.1144974730983938,77.8211579175051,8.910325935145396,11.137907418931745,11.137907418931745,11.137907418931745,11.137907418931745
P003048,TV,Sony,256.65,12,AO.com,North West,25,In-store,1,69.1,20.09,18-25,0.3147772573059393,63.55610450659327,20.00601626163508,25.00752032704385,27.508272359748236,27.508272359748236,27.508272359748236
P003049,Washing Machine,Whirlpool,229.75,36,Currys,West Midlands,45,Online,1,25.19,19.63,36-45,0.2591152298666702,58.65107165886972,15.197385914814571,18.996732393518215,18.996732393518215,18.996732393518215,18.996732393518215
P003050,Tablet,Apple,204.37,12,AO.com,West Midlands,22,Marketplace,0,0.0,22.97,18-25,0.2965717453414771,77.8211579175051,23.0795566280892,28.8494457851115,31.73439036362265,28.560951327260387,28.560951327260387
P003051,Headphones,Beats,78.72,12,Argos,London,32,In-store,0,0.0,1.48,26-35,0.3883635930040257,77.8211579175051,30.22290450057596,37.77863062571995,37.77863062571995,37.77863062571995,37.77863062571995
P003052,Headphones,Sony,242.88,12,Amazon UK,North West,48,Online,1,46.61,19.08,46-55,0.2050555703431305,68.91176471580906,14.130741217151842,17.663426521439803,17.663426521439803,17.663426521439803,17.663426521439803
P003053,Refrigerator,Samsung,125.85,12,Argos,Wales,32,Marketplace,1,61.46,8.96,26-35,0.2684074401105705,56.70772276891813,15.220774702905228,19.025968378631536,19.025968378631536,19.025968378631536,19.025968378631536
P003054,Washing Machine,Bosch,119.0,24,Currys,West Midlands,32,Marketplace,0,0.0,16.0,26-35,0.3693223700900468,77.8211579175051,28.7410944852448,35.926368106556,35.926368106556,35.926368106556,35.926368106556
P003055,Headphones,Beats,88.48,12,Amazon UK,Wales,69,Marketplace,0,0.0,10.36,66+,0.1159662899830952,77.8211579175051,9.02463096588164,11.28078870735205,11.28078870735205,11.28078870735205,11.28078870735205
P003056,Washing Machine,Bosch,94.38,12,John Lewis,Wales,25,Online,0,0.0,9.41,18-25,0.348505205597255,77.8211579175051,27.121078639856567,33.90134829982071,37.291483129802785,37.291483129802785,37.291483129802785
P003057,Charger,Apple,171.27,36,Argos,South East,53,Marketplace,1,69.01,15.44,46-55,0.2203659372479014,58.23210736887691,12.832372918262989,16.040466147828734,16.040466147828734,16.040466147828734,16.040466147828734
P003058,Tablet,Apple,251.09,12,AO.com,North West,31,Marketplace,0,0.0,22.9,26-35,0.2281787029972939,77.8211579175051,17.757130879363903,22.196413599204877,22.196413599204877,19.97677223928439,19.97677223928439
P003059,TV,Sony,277.31,36,Currys,London,52,In-store,0,0.0,23.75,46-55,0.2044407195772122,77.8211579175051,15.909813522986608,19.88726690373326,19.88726690373326,19.88726690373326,19.88726690373326
P003060,TV,Sony,93.39,36,John Lewis,Wales,28,Online,1,24.46,10.92,26-35,0.2735517499925814,60.7855527904596,16.627994340096663,20.78499292512083,20.78499292512083,20.78499292512083,20.78499292512083
P003061,Laptop,Dell,527.01,12,Currys,Scotland,49,Online,0,0.0,45.78,46-55,0.2326188838290359,77.8211579175051,18.102670893053176,22.62833861631647,22.62833861631647,22.62833861631647,22.62833861631647
P003062,Phone,Samsung,322.42,12,Currys,West Midlands,30,Online,1,29.47,24.74,26-35,0.3794000289781931,98.99752675378124,37.55966451915405,46.94958064894256,46.94958064894256,46.94958064894256,46.94958064894256
P003063,Headphones,Beats,116.22,24,Amazon UK,North West,18,Marketplace,0,0.0,17.15,18-25,0.3890139748075267,77.8211579175051,30.27351796561289,37.84189745701611,41.62608720271773,41.62608720271773,41.62608720271773
P003064,Tablet,Samsung,197.88,36,Currys,West Midlands,50,In-store,0,0.0,18.7,46-55,0.2514734183118944,77.8211579175051,19.56995259850476,24.46244074813095,24.46244074813095,22.016196673317854,22.016196673317854
P003065,Refrigerator,Bosch,347.17,24,John Lewis,South East,22,Marketplace,0,0.0,31.26,18-25,0.4069128849135505,77.8211579175051,31.666431875524992,39.583039844406244,43.54134382884687,43.54134382884687,43.54134382884687
